2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\demo\utf8\Form_6_2_AppConsume.php ], Line[18]------ ============处理前台请求开始=============== 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[17]------ =====签名报文开始====== 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[23]------ 签名key=val&...串 >accessType=0&backUrl=http://woniu.ccjjj.com/Union/demo/utf8/BackReceive.php&bizType=000201&certId=40220995861346480087409489142384722381&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://woniu.ccjjj.com/Union/demo/utf8/FrontReceive.php&merId=777290058130442&orderDesc=订单描述&orderId=20160613140054&reqReserved= 透传信息&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20160613140054&txnType=01&version=5.0.0 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[26]------ 摘要sha1x16 >2ec568ae3423525650b65275efbd14e6eb144719 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[34]------ 签名串为 >KugxDxHwwY+L2V2qxhz/XrBmig5knHJwf1LL9IG9lh7JC0UykZOXwitZa8bix/sRp7U90JmHY0J3A2TYct72lThBLNMXzLvaU/ohQ+YsATlkgRvtnmlQR4wFgamgMK0OXLdVa7gvsUQnZ9rcGLjpHoHeehawJJQSkZtdRHRha0A= 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[39]------ =====签名报文结束====== 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\demo\utf8\Form_6_2_AppConsume.php ], Line[46]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\demo\utf8\Form_6_2_AppConsume.php ], Line[54]------ 后台返回结果为>accessType=0&bizType=000201&certId=68759585097&encoding=utf-8&merId=777290058130442&orderId=20160613140054&reqReserved= 透传信息&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201606131400543702418&txnSubType=01&txnTime=20160613140054&txnType=01&version=5.0.0&signature=J1XdyIIlC7Obn+yaWhQJBaYEZX7pEXs7GLuaiLq9WVBNGm7NU233HsTyDfsD6BFaDPTvb1MAuZAB+CU740ANz5SAWZoEg+/vHiDtugfumAEwmjUdTcLheCvik9jAT6pTyuOwuoMUTC+myxwgC+WG+X22sEpkK2d81vwntgsRZBTjqtMTgr+26iI/7z4sywqh9Zvzo0nJYAdw67mQR1PncadEEXSE4vGLJGVUhsJtD6XIoYcrsFgbW2xBOrtTE8uDJiNcO6ohWqAJb+H6FXoAljRLm9POJsFGuEv9hw3ArW/6uAcovdydsSSbeHbyCPmx3yrpeUUX5g1hZeh7o16FXQ== 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[77]------ 报文返回的证书ID>68759585097 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[80]------ 验证签名证书目录 :>D:/wwwroot/woniu/wwwroot/Union/ 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[90]------ 加载验签证书成功 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[58]------ 报文去[signature] key=val&串>accessType=0&bizType=000201&certId=68759585097&encoding=utf-8&merId=777290058130442&orderId=20160613140054&reqReserved= 透传信息&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201606131400543702418&txnSubType=01&txnTime=20160613140054&txnType=01&version=5.0.0 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[62]------ 摘要shax16>c0268be8f28d5afa49793ecc5640f7e4628e28a2 
2016-06-13 14:00:54, INFO, 101.226.64.174, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[64]------ 验签成功 
