2016-06-15 10:11:53, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\demo\utf8\Form_6_2_AppConsume.php ], Line[18]------ ============处理前台请求开始=============== 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[17]------ =====签名报文开始====== 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[23]------ 签名key=val&...串 >accessType=0&backUrl=http://woniu.ccjjj.com/Union/demo/utf8/BackReceive.php&bizType=000201&certId=40220995861346480087409489142384722381&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://woniu.ccjjj.com/Union/demo/utf8/FrontReceive.php&merId=777290058130442&orderDesc=订单描述&orderId=20160615101154&reqReserved= 透传信息&signMethod=01&txnAmt=100&txnSubType=01&txnTime=20160615101154&txnType=01&version=5.0.0 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[26]------ 摘要sha1x16 >37f349cd8d6db380864d82880df42b1d7f656448 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[34]------ 签名串为 >KRnalhIYyF9plxzO1+Vjj3CsqLtxdXYTgzAFNIzvkoJdgjMA3WBP2hCSzxbibE0KJ7LtdHKDfNcCD7rLvDNIuuLAqJj1Qv9IL6qZJxKxnF0rYbCYR1tZYKNLiD+ZAMMCnLbw9lXgE8MeJXY1TZncLITRT8NJUVRQxmrklGnEoWg= 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[39]------ =====签名报文结束====== 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\demo\utf8\Form_6_2_AppConsume.php ], Line[46]------ 后台请求地址为>https://101.231.204.80:5000/gateway/api/appTransReq.do 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\demo\utf8\Form_6_2_AppConsume.php ], Line[54]------ 后台返回结果为>accessType=0&bizType=000201&certId=68759585097&encoding=utf-8&merId=777290058130442&orderId=20160615101154&reqReserved= 透传信息&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201606151011542187698&txnSubType=01&txnTime=20160615101154&txnType=01&version=5.0.0&signature=XKanmd8xQM+AIxuqwStP9NJTQ9kATcve5+w/WafhumYRTEhS2EaR2NFs8fKHEkdAEpEFZ0mQDeNj9sZea52rBIhwEJHP/NK889W7hcX53VuUqMjTlc6sx2F/mW5XezlVNfgpUnE58MEtS8YURd0Edb7N5P8ESJ4dmXiwQysCfD3StMWNo1udrzV48YTw43uQCvOFG/Y5eIAmlXx61ILdF/OmdEKDhbmJ+5teC1VL5S8FjNqbWRe2kEmELECxhu21Dn263cboaKe5BgkxQZBxsRF07lK2dg+Eg+hC97HK+qlD1URGOZOPf9IpFoTXUH8INgG54qgMG4z0c4TjvRSwPw== 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[77]------ 报文返回的证书ID>68759585097 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[80]------ 验证签名证书目录 :>D:/wwwroot/woniu/wwwroot/Union/ 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[90]------ 加载验签证书成功 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[58]------ 报文去[signature] key=val&串>accessType=0&bizType=000201&certId=68759585097&encoding=utf-8&merId=777290058130442&orderId=20160615101154&reqReserved= 透传信息&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201606151011542187698&txnSubType=01&txnTime=20160615101154&txnType=01&version=5.0.0 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[62]------ 摘要shax16>af0014b0b559529e34984e8bbac702ed9601cc43 
2016-06-15 10:11:54, INFO, 183.232.120.53, File[ D:\wwwroot\woniu\wwwroot\Union\utf8\func\secureUtil.php ], Line[64]------ 验签成功 
