2016-08-20 8:41:09, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[17]------ =====签名报文开始====== 
2016-08-20 8:41:09, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[23]------ 签名key=val&...串 >accessType=0&backUrl=http://beta.woniu.ccjjj.com/index.php/Api/Pay/unionnotify.html&bizType=000201&certId=70081860931&channelType=08&currencyCode=156&encoding=utf-8&frontUrl=http://beta.woniu.ccjjj.com/index.php/Api/Pay/unionnotify.html&merId=898320548160545&orderId=ac20160820083845772369906&reqReserved= 透传信息&signMethod=01&txnAmt=1&txnSubType=01&txnTime=20160820084109&txnType=01&version=5.0.0 
2016-08-20 8:41:09, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[26]------ 摘要sha1x16 >f8961b1be12e4421f07f9c5cb6e468b0f99f4594 
2016-08-20 8:41:09, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[34]------ 签名串为 >FXGbPg3BmT9Dpm6NR7yplvZ+2P7QiDYbtnWO3a+fPrCCai9TGg6E2O9vA9MtEOmfPyaI/eUqC9e2pyR8ZZo/Nnv/Yxb+Du3jGbab/BsQ5o3Hci7/9aYCCkOw7Vtsae6nD1wqXrf31Igo6XFjr/rKqbVtHK8krSTQE4S9peMNpK1d9yCj5AmZoWMzkPHp72q6LZ9TxJnI3qH9dznejlfGoBYTdcuPrRutMifQNLnr3P/jXTsHRANdA9Vy+llpbaKnuS6M+R16CNPpXh45h+aVIzfYeWjI+QN1aKVNMycpBPJ0uM5JrhB2wFwb9/ikekw5UfypMimIYu87HKuVTV5gpQ== 
2016-08-20 8:41:09, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[39]------ =====签名报文结束====== 
2016-08-20 8:41:11, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[77]------ 报文返回的证书ID>69597475696 
2016-08-20 8:41:11, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[80]------ 验证签名证书目录 :>D:/wwwroot/betawoniu/wwwroot/ThinkPHP/Library/Vendor/Union/ 
2016-08-20 8:41:11, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[90]------ 加载验签证书成功 
2016-08-20 8:41:11, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[58]------ 报文去[signature] key=val&串>accessType=0&bizType=000201&certId=69597475696&encoding=utf-8&merId=898320548160545&orderId=ac20160820083845772369906&reqReserved= 透传信息&respCode=00&respMsg=成功[0000000]&signMethod=01&tn=201608200841099935478&txnSubType=01&txnTime=20160820084109&txnType=01&version=5.0.0 
2016-08-20 8:41:11, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[62]------ 摘要shax16>86703744b6a2cc00b2618e4637059d8b01f7f11b 
2016-08-20 8:41:11, INFO, 211.95.59.196, File[ D:\wwwroot\betawoniu\wwwroot\ThinkPHP\Library\Vendor\Union\utf8\func\secureUtil.php ], Line[64]------ 验签成功 
